Id,SalePrice
1461,109941.66
1462,137259.3
1463,176357.73
1464,177566.94
1465,189818.9
1466,187987.31
1467,164370.95
1468,180467.12
1469,194569.56
1470,116371.75
1471,185017.61
1472,92421.28
1473,92800.44
1474,158157.98
1475,132505.47
1476,382331.38
1477,277274.03
1478,331953.6
1479,318640.47
1480,422234.75
1481,299769.84
1482,225335.36
1483,195037.34
1484,167971.64
1485,162239.83
1486,208330.98
1487,382396.28
1488,245234.06
1489,202003.95
1490,202664.27
1491,180460.23
1492,98725.56
1493,184820.62
1494,296372.66
1495,265159.97
1496,221917.39
1497,192384.2
1498,147078.92
1499,146628.23
1500,145202.17
1501,171605.38
1502,152301.1
1503,335680.8
1504,209665.81
1505,223268.14
1506,175587.95
1507,261361.42
1508,187426.47
1509,168277.88
1510,152124.44
1511,161839.73
1512,172450.44
1513,156385.17
1514,159495.75
1515,218068.06
1516,149366.02
1517,147978.66
1518,123745.42
1519,212880.86
1520,136154.77
1521,142553.5
1522,172465.08
1523,127470.72
1524,119294.23
1525,117681.984
1526,122584.0
1527,106023.69
1528,133928.5
1529,149747.39
1530,149268.75
1531,118551.15
1532,98071.78
1533,143008.16
1534,122476.61
1535,147513.11
1536,115122.31
1537,59525.25
1538,159221.73
1539,157434.45
1540,118571.05
1541,157536.12
1542,134449.61
1543,258551.11
1544,69719.68
1545,88322.24
1546,105047.625
1547,113585.19
1548,125527.266
1549,106679.805
1550,133814.36
1551,127161.46
1552,145026.42
1553,130377.04
1554,135076.14
1555,174995.16
1556,117382.375
1557,131179.11
1558,82984.28
1559,78961.24
1560,134036.47
1561,129719.09
1562,126092.375
1563,115705.78
1564,159729.25
1565,148363.86
1566,213494.05
1567,77902.266
1568,211133.98
1569,104846.75
1570,124727.39
1571,130825.67
1572,147712.88
1573,211598.81
1574,158477.92
1575,205223.4
1576,225157.48
1577,195611.08
1578,130734.5
1579,146996.73
1580,184330.22
1581,153214.22
1582,130399.05
1583,310591.72
1584,255122.27
1585,142431.33
1586,77105.336
1587,104528.47
1588,142957.7
1589,106691.195
1590,130644.516
1591,109039.695
1592,133242.72
1593,103339.74
1594,110683.44
1595,125210.19
1596,254333.72
1597,183132.42
1598,184528.97
1599,175199.55
1600,195090.55
1601,60204.98
1602,108168.55
1603,41875.973
1604,272967.5
1605,237836.39
1606,163265.62
1607,209383.86
1608,201735.19
1609,202566.1
1610,160943.03
1611,134196.34
1612,196148.33
1613,164214.42
1614,118591.97
1615,74690.945
1616,74690.945
1617,82204.41
1618,132029.8
1619,132947.48
1620,226270.6
1621,136500.6
1622,136305.86
1623,239629.77
1624,198915.98
1625,120862.266
1626,151718.61
1627,181626.36
1628,265521.84
1629,175059.92
1630,357936.78
1631,228198.19
1632,257132.28
1633,168125.97
1634,184790.66
1635,184418.12
1636,173591.11
1637,188491.22
1638,224188.6
1639,163276.38
1640,260505.66
1641,159922.67
1642,219477.83
1643,227318.5
1644,222971.3
1645,181733.78
1646,160780.58
1647,160705.45
1648,153532.64
1649,135812.4
1650,117373.64
1651,125164.94
1652,92915.21
1653,92334.68
1654,162104.34
1655,158853.48
1656,152630.44
1657,166721.06
1658,158833.03
1659,124296.35
1660,149794.67
1661,452532.3
1662,413353.84
1663,392382.53
1664,406149.03
1665,376995.94
1666,280235.22
1667,374334.4
1668,379689.78
1669,308682.66
1670,383291.9
1671,275350.4
1672,401256.12
1673,305300.6
1674,270898.53
1675,198523.5
1676,191837.67
1677,228703.42
1678,419003.22
1679,333360.88
1680,317217.88
1681,305670.9
1682,322216.1
1683,178424.33
1684,174294.47
1685,171105.97
1686,184123.6
1687,161637.67
1688,184958.16
1689,182758.0
1690,183981.77
1691,177485.5
1692,262624.94
1693,162239.83
1694,179183.16
1695,169920.52
1696,266150.56
1697,163786.97
1698,332698.38
1699,333647.78
1700,246220.17
1701,259757.19
1702,276856.53
1703,275591.56
1704,262024.03
1705,245483.03
1706,419913.28
1707,231673.55
1708,199162.75
1709,299605.22
1710,215667.52
1711,214463.56
1712,262331.8
1713,238282.28
1714,212951.31
1715,192923.44
1716,186619.58
1717,150542.23
1718,133244.62
1719,201877.61
1720,231866.3
1721,172920.45
1722,131412.12
1723,165502.38
1724,205888.73
1725,235966.17
1726,194941.77
1727,180951.73
1728,185539.2
1729,133085.25
1730,131970.89
1731,136784.42
1732,114404.016
1733,107904.07
1734,131325.31
1735,134465.77
1736,128978.71
1737,310330.28
1738,214217.25
1739,292453.94
1740,262210.53
1741,170861.2
1742,171605.38
1743,177970.25
1744,297422.53
1745,270579.9
1746,207917.16
1747,214443.52
1748,238599.72
1749,163048.72
1750,152122.98
1751,239693.98
1752,105016.27
1753,154339.05
1754,226416.72
1755,167598.64
1756,120373.62
1757,112651.19
1758,145431.95
1759,162684.95
1760,154055.53
1761,143609.23
1762,161193.11
1763,173258.67
1764,124233.54
1765,149399.34
1766,144388.84
1767,185147.34
1768,138443.25
1769,171042.83
1770,142550.1
1771,134218.62
1772,146534.72
1773,130737.74
1774,142184.33
1775,131525.1
1776,120848.44
1777,105252.29
1778,136561.02
1779,108905.53
1780,179335.81
1781,124009.586
1782,88785.875
1783,126505.39
1784,87168.305
1785,117489.1
1786,170786.27
1787,143089.06
1788,69119.875
1789,96992.37
1790,52352.105
1791,197770.1
1792,142565.19
1793,134463.45
1794,164466.9
1795,144879.89
1796,118676.37
1797,124219.68
1798,125631.81
1799,96791.85
1800,128936.9
1801,121674.83
1802,153576.0
1803,173880.9
1804,148263.0
1805,141613.8
1806,141706.08
1807,122071.05
1808,117040.766
1809,106976.78
1810,138281.1
1811,85365.0
1812,105019.375
1813,125371.26
1814,81914.54
1815,63234.51
1816,85946.54
1817,109683.3
1818,123135.04
1819,107439.52
1820,37912.98
1821,123416.61
1822,141861.03
1823,22632.96
1824,161011.2
1825,120768.71
1826,91500.086
1827,102434.98
1828,125819.58
1829,103991.65
1830,148146.55
1831,159000.95
1832,141707.16
1833,124225.25
1834,122385.305
1835,122755.85
1836,136608.56
1837,94099.53
1838,118176.266
1839,102708.68
1840,159449.97
1841,149529.06
1842,105066.96
1843,138877.39
1844,132738.06
1845,130392.336
1846,147306.19
1847,190982.66
1848,69533.69
1849,121147.414
1850,124074.88
1851,134281.61
1852,128312.04
1853,148822.14
1854,167974.67
1855,152012.19
1856,208658.28
1857,121791.734
1858,142121.7
1859,127893.49
1860,167418.61
1861,124304.766
1862,301016.0
1863,301016.0
1864,301016.0
1865,320326.0
1866,378315.2
1867,241418.7
1868,295492.1
1869,188001.66
1870,198947.86
1871,254938.88
1872,179177.0
1873,234155.11
1874,137091.7
1875,188210.83
1876,192829.08
1877,196772.61
1878,225420.9
1879,131170.61
1880,136762.5
1881,228661.11
1882,229014.44
1883,210802.61
1884,222829.94
1885,214096.55
1886,296799.47
1887,222024.1
1888,241322.25
1889,161953.69
1890,133351.16
1891,141643.11
1892,114500.83
1893,121985.625
1894,117700.95
1895,148949.08
1896,103068.49
1897,98775.1
1898,112020.72
1899,147678.92
1900,123872.59
1901,160735.5
1902,127166.555
1903,244685.31
1904,151587.73
1905,174048.47
1906,153601.92
1907,167899.4
1908,122302.35
1909,133130.31
1910,125417.66
1911,169705.12
1912,297707.16
1913,138894.73
1914,39552.695
1915,354457.66
1916,26810.258
1917,278129.2
1918,122405.734
1919,159342.81
1920,163422.34
1921,349477.84
1922,345951.56
1923,205071.0
1924,228457.53
1925,227077.56
1926,342424.62
1927,135314.4
1928,137599.27
1929,112903.4
1930,119238.836
1931,138924.69
1932,147907.12
1933,147266.7
1934,171559.88
1935,160265.89
1936,179163.5
1937,175882.58
1938,188502.73
1939,287901.2
1940,189818.9
1941,180526.17
1942,176119.9
1943,200546.28
1944,342638.25
1945,334857.2
1946,163058.98
1947,340015.94
1948,163303.47
1949,236466.95
1950,177005.78
1951,274945.5
1952,228875.36
1953,172683.14
1954,219629.0
1955,143866.53
1956,325643.56
1957,148719.42
1958,293376.88
1959,165395.55
1960,115673.67
1961,128346.555
1962,92915.21
1963,92334.68
1964,105862.13
1965,157159.62
1966,152570.03
1967,283573.16
1968,371481.53
1969,385290.72
1970,434646.1
1971,476049.22
1972,374439.38
1973,297577.44
1974,316274.5
1975,444092.0
1976,265046.47
1977,385438.47
1978,427160.97
1979,324586.6
1980,201851.62
1981,290974.75
1982,224743.66
1983,224743.66
1984,173500.08
1985,208783.28
1986,201572.3
1987,191152.84
1988,182701.72
1989,202454.28
1990,224544.2
1991,228703.42
1992,198792.53
1993,166238.73
1994,238160.28
1995,186045.25
1996,255472.38
1997,364332.56
1998,337572.97
1999,270465.62
2000,321036.4
2001,254087.66
2002,235900.92
2003,247561.08
2004,254180.47
2005,231899.02
2006,236554.02
2007,253875.23
2008,205946.67
2009,166153.45
2010,179865.92
2011,136211.0
2012,179050.25
2013,171573.62
2014,187784.3
2015,191303.3
2016,182006.78
2017,193625.89
2018,129336.41
2019,118311.93
2020,116126.41
2021,106271.09
2022,164054.14
2023,154993.95
2024,227223.56
2025,391061.94
2026,175590.12
2027,147793.33
2028,164934.19
2029,181348.73
2030,276018.2
2031,236715.61
2032,328260.53
2033,261513.77
2034,154658.92
2035,192904.67
2036,197308.53
2037,195270.73
2038,296224.28
2039,198521.61
2040,294763.12
2041,284171.97
2042,223316.05
2043,158805.77
2044,188824.97
2045,198455.73
2046,144465.97
2047,144084.84
2048,129828.13
2049,167873.95
2050,184073.2
2051,105797.945
2052,149639.47
2053,149742.97
2054,82760.85
2055,152194.38
2056,132780.36
2057,126471.25
2058,198420.53
2059,143643.61
2060,160703.62
2061,142656.72
2062,131309.9
2063,109923.2
2064,145026.28
2065,130160.25
2066,160760.34
2067,130679.03
2068,153597.97
2069,84921.66
2070,113160.7
2071,110508.56
2072,152331.17
2073,134571.72
2074,173488.17
2075,145305.94
2076,114469.17
2077,139224.16
2078,135489.77
2079,119572.375
2080,130015.72
2081,119134.6
2082,120164.18
2083,143674.17
2084,111249.5
2085,141041.25
2086,121571.25
2087,144030.17
2088,114942.51
2089,101725.77
2090,119279.78
2091,107902.94
2092,137098.11
2093,137862.23
2094,109453.1
2095,125405.09
2096,73370.04
2097,84357.44
2098,123625.82
2099,64795.16
2100,86219.17
2101,131260.2
2102,117283.34
2103,90689.55
2104,152534.39
2105,116404.82
2106,79169.43
2107,178576.36
2108,119014.34
2109,114054.22
2110,121466.02
2111,161792.22
2112,131732.6
2113,120300.98
2114,109633.836
2115,149330.27
2116,123328.6
2117,133240.05
2118,114865.69
2119,107204.53
2120,103509.195
2121,101849.64
2122,102095.68
2123,101475.5
2124,159523.14
2125,147527.33
2126,156338.34
2127,130783.51
2128,135590.97
2129,89907.11
2130,131775.45
2131,140837.75
2132,135966.88
2133,115690.0
2134,106141.75
2135,73287.234
2136,76379.11
2137,137082.81
2138,144493.95
2139,138924.02
2140,140784.17
2141,131274.34
2142,128485.555
2143,146523.95
2144,123368.125
2145,137059.69
2146,143168.9
2147,171661.34
2148,120493.875
2149,139753.61
2150,208884.84
2151,111358.83
2152,130579.24
2153,143353.36
2154,117489.77
2155,138750.97
2156,250666.36
2157,225797.0
2158,223343.95
2159,211322.33
2160,177857.25
2161,251017.78
2162,329515.12
2163,384150.4
2164,226300.36
2165,186576.69
2166,151370.6
2167,252983.16
2168,202452.55
2169,194284.56
2170,233805.89
2171,153846.31
2172,139518.17
2173,174780.5
2174,249240.4
2175,304193.6
2176,311568.06
2177,259429.17
2178,217496.08
2179,143885.19
2180,208027.23
2181,198593.94
2182,221292.89
2183,197729.16
2184,139777.73
2185,125076.76
2186,143018.25
2187,136310.28
2188,140633.75
2189,217629.06
2190,101448.88
2191,101448.88
2192,103929.98
2193,106490.125
2194,102187.44
2195,106294.1
2196,109085.46
2197,141796.78
2198,166017.08
2199,144229.47
2200,128372.99
2201,143464.12
2202,197860.64
2203,195841.6
2204,186087.3
2205,134213.62
2206,145614.6
2207,195279.86
2208,230928.86
2209,160020.78
2210,127783.4
2211,105124.086
2212,117528.33
2213,104330.875
2214,123575.836
2215,99734.53
2216,139832.27
2217,36824.367
2218,56266.133
2219,45316.523
2220,35826.31
2221,354457.66
2222,245694.28
2223,312949.22
2224,230626.23
2225,129381.44
2226,161470.67
2227,186077.89
2228,264979.47
2229,215226.78
2230,162677.05
2231,209001.02
2232,192065.4
2233,164517.89
2234,233085.23
2235,214332.3
2236,261190.0
2237,378545.44
2238,198014.86
2239,131823.08
2240,168496.6
2241,150226.14
2242,129091.805
2243,122152.68
2244,105102.13
2245,89786.55
2246,152979.89
2247,92626.26
2248,132903.88
2249,129694.36
2250,131512.05
2251,79766.32
2252,143283.52
2253,171402.23
2254,173117.47
2255,172381.05
2256,196234.58
2257,236409.45
2258,178024.06
2259,184978.08
2260,154209.86
2261,181074.12
2262,208140.94
2263,322446.34
2264,414691.56
2265,179986.73
2266,302646.94
2267,345072.44
2268,416636.34
2269,163433.25
2270,177491.6
2271,228661.77
2272,206920.19
2273,164508.17
2274,174309.75
2275,160670.22
2276,183898.8
2277,172447.8
2278,162359.31
2279,141539.67
2280,114819.914
2281,162686.05
2282,180035.31
2283,94918.64
2284,127178.32
2285,147893.02
2286,128140.59
2287,359127.38
2288,302449.88
2289,335922.28
2290,432597.88
2291,328700.97
2292,442179.72
2293,370982.7
2294,453223.78
2295,377176.1
2296,338071.06
2297,307591.25
2298,294923.4
2299,381640.7
2300,349631.84
2301,277432.22
2302,236033.02
2303,308836.94
2304,281928.53
2305,188636.7
2306,188636.7
