Id,SalePrice
1461,108630.21921584234
1462,170790.05715917336
1463,197031.1530022879
1464,197546.57649862135
1465,189981.18759574217
1466,165574.82483688783
1467,166208.75705014795
1468,161510.17341671773
1469,203934.9485239077
1470,120100.11303874796
1471,164996.31084956884
1472,81261.94655356146
1473,84057.8392185249
1474,140451.1199317936
1475,90458.41445663967
1476,364409.7002528064
1477,257131.10748876573
1478,321366.34845042444
1479,294240.9605108223
1480,425757.8179221613
1481,311222.3769480936
1482,218842.13000042617
1483,170981.43427387168
1484,151446.62029445666
1485,191997.5211973462
1486,198615.35722462577
1487,314732.09594953357
1488,261297.5565099668
1489,199821.67557720776
1490,237638.46679925022
1491,199055.94664955136
1492,94433.44147975775
1493,187109.92805640236
1494,280744.9142771103
1495,285399.48865093786
1496,238024.56088831666
1497,180928.68304975872
1498,168372.06904280942
1499,151696.1359625085
1500,156252.79592885223
1501,187632.50669776887
1502,142226.5619812914
1503,301081.667602066
1504,249003.007079358
1505,219416.58785589365
1506,197667.18247355244
1507,237431.69670627115
1508,215459.0422112809
1509,169773.82096621784
1510,146399.97286778886
1511,145178.52177982597
1512,171263.80940713
1513,141794.236698661
1514,156831.8079034412
1515,206410.33032785516
1516,152057.27414756734
1517,188692.0322102973
1518,124297.8499429847
1519,210824.85314299696
1520,129323.47182983441
1521,141390.9172657795
1522,187319.55071138492
1523,111110.94020164877
1524,142562.12369634738
1525,118047.26484382802
1526,95621.7030537684
1527,112332.8328300653
1528,141807.20457322666
1529,158908.28471807082
1530,192422.50555093502
1531,93651.33923441896
1532,94061.47469648004
1533,163473.0891767076
1534,127722.70989179301
1535,151708.5636949066
1536,100471.27630354904
1537,82188.61335667924
1538,172026.61557669772
1539,240143.45584143855
1540,100490.36037423983
1541,149559.21689952223
1542,148715.42585629429
1543,202346.41857794198
1544,81175.38846028683
1545,102334.16219082515
1546,135332.822238116
1547,128191.78722213717
1548,135929.43995154125
1549,115354.86078168487
1550,137459.72870312043
1551,111356.46363477415
1552,143377.25926298482
1553,153203.69788324216
1554,102340.10078547853
1555,180515.99635145545
1556,75804.0701375088
1557,123619.33562022341
1558,101673.78422185557
1559,70478.40725077571
1560,124108.18088956423
1561,153315.36610800997
1562,132986.89256501908
1563,130920.21290810673
1564,166935.62538692643
1565,163650.9608971248
1566,264853.07514199335
1567,73685.67925463812
1568,239453.36840528005
1569,145080.36278935522
1570,139490.57776181732
1571,136553.63366451688
1572,154586.75384541054
1573,262752.2048841108
1574,129756.49243160625
1575,249644.7942089825
1576,241788.37665226817
